Velocidade Inicial	Angulo (alpha)	Distancia Horizontal	Velociade Final	Valor de g
9600	0	4180.736835657871	16.964034200288474	13.549761737953776
9600	1	4015.151921407317	16.964223901560608	13.772806832675963
9600	2	3852.809345522556	16.963937451455745	14.000701399028312
9600	6	3237.0594203029527	16.96420459376533	14.953675721895582
9600	3	3693.7771842382012	16.963213352274817	14.230865632578482
9600	4	3538.114994344613	16.96411414815513	14.467623501224333
9600	5	3385.863844249303	16.96313789277875	14.706837282916277
9700	1	4094.8263410706886	16.963277390210397	13.784848226663275
9700	0	4263.8740832844005	16.963250976479355	13.561351816260323
9700	2	3929.099133012604	16.963277597377537	14.01318988568488
9700	6	3300.654745550902	16.963202025668508	14.968636800797919
9700	4	3607.886642089791	16.963399874526274	14.48051467437432
9700	5	3452.5074353172995	16.963219559908687	14.72198625889207
9700	3	3766.764538639641	16.96322170723004	14.245501206931937
9800	3	3840.502162631039	16.963095583768283	14.258183792166301
9800	1	4175.325888669947	16.963701565549545	13.79701358806438
9800	2	4006.1768304944476	16.964001102985165	14.025823370420827
9800	4	3678.372421800392	16.964267088563496	14.495433659333514
9800	6	3364.9025775969862	16.964156195151077	14.983900670501672
9800	0	4347.872954019781	16.963837331927316	13.57304833699994
9900	3	3914.992882964366	16.964378553019237	14.271036996543902
9900	2	4084.045330532974	16.962977598799604	14.037819000287897
9900	4	3749.5740828678413	16.963519158585644	14.50964537346089
9900	5	3587.8379194354834	16.963900506799938	14.751579926086412
9900	1	4256.65356927336	16.963944182201107	13.808940608023104
9900	0	4432.736417474418	16.964235786670322	13.583163108392409
10000	3	3990.239750011837	16.963940006930592	14.2848967500416
10000	2	4162.7076640282685	16.963344658869715	14.049964556239894
10000	1	4338.811869264804	16.964040393326677	13.820637770056095
10000	4	3821.4939811911036	16.964236398512025	14.524046690597084
10000	5	3656.5265199880423	16.964368775719336	14.766014360224384
10100	3	4066.245251999938	16.963322450317833	14.296832690585585
10100	1	4421.803003536506	16.964024320521883	13.830672490976246
10100	5	3725.899180208593	16.96328220891308	14.77972597314112
10200	3	4143.012227573808	16.96412207457293	14.308946228492406
10200	5	3795.957792639142	16.963718953934574	14.793665297189012
10200	4	3967.4985651622496	16.963690694880476	14.549845900783987
10100	2	4242.166226665412	16.963574453890367	14.061876775870669
10100	4	3894.1345496299414	16.963248074370547	14.535956459908613
10200	2	4322.423148774023	16.963713778099798	14.073566654398737
10300	3	4220.542956465767	16.96326273896844	14.322069212909582
10300	2	4403.4799639413695	16.963822805416008	14.085046931589725
10300	5	3866.7045738712195	16.964092481301552	14.809245406299109
10300	4	4041.58847389606	16.963976412641443	14.561711160966235
10400	2	4485.337411960552	16.96397041494831	14.09633173376416
10400	3	4298.838947378832	16.963895399673024	14.333728364164788
10400	4	4116.406795830622	16.964146568070937	14.575102433315863
10400	5	3938.141669584061	16.96435525239645	14.82267372146884
10500	3	4377.901611983068	16.962963516239896	14.344774822208212
10500	4	4191.955760665517	16.964215983535343	14.588251993290658
10500	5	4010.271475204154	16.962944569545655	14.835386462661356
10600	3	4457.731619229481	16.96365894695353	14.35603771871543
10600	4	4268.237022970199	16.96421399658139	14.59942620953905
10600	5	4083.0963811947936	16.962987907363754	14.848323874304736
10700	5	4156.618445135777	16.962938244111278	14.861022465396948
10700	4	4345.25209707697	16.964217001191212	14.612131125062769
10800	4	4423.001764049866	16.96426617099659	14.624627694499324
10800	5	4230.839748981363	16.964381306237282	14.873950305647094
10900	5	4305.761858029565	16.96422606779713	14.886192737634309
11000	5	4381.386106946218	16.96407685689288	14.898222369996684
11100	5	4457.713428228262	16.963967804415887	14.90822719575686
